<dec f='codebrowser/nscd/nscd-client.h' l='238' type='union (unnamed union at /media/rr/Data/glibc_source/glibc-2.27/grp/./../nscd/nscd-client.h:226:3)[0]'/>
<offset>192</offset>
<doc f='codebrowser/nscd/nscd-client.h' l='223'>/* We need to have the following element aligned for the response
     header data types and their use in the &apos;struct dataset&apos; types
     defined in the XXXcache.c files.  */</doc>
<use f='codebrowser/nscd/nscd_getai.c' l='80' u='m' c='__nscd_getai'/>
<use f='codebrowser/nscd/nscd_getai.c' l='81' u='m' c='__nscd_getai'/>
<use f='codebrowser/nscd/nscd_getai.c' l='82' u='r' c='__nscd_getai'/>
<use f='codebrowser/nscd/nscd_getgr_r.c' l='112' u='m' c='nscd_getgr_r'/>
<use f='codebrowser/nscd/nscd_getgr_r.c' l='113' u='m' c='nscd_getgr_r'/>
<use f='codebrowser/nscd/nscd_getgr_r.c' l='117' u='r' c='nscd_getgr_r'/>
<use f='codebrowser/nscd/nscd_gethst_r.c' l='178' u='m' c='nscd_gethst_r'/>
<use f='codebrowser/nscd/nscd_gethst_r.c' l='179' u='m' c='nscd_gethst_r'/>
<use f='codebrowser/nscd/nscd_gethst_r.c' l='184' u='r' c='nscd_gethst_r'/>
<use f='codebrowser/nscd/nscd_getpw_r.c' l='107' u='m' c='nscd_getpw_r'/>
<use f='codebrowser/nscd/nscd_getpw_r.c' l='108' u='m' c='nscd_getpw_r'/>
<use f='codebrowser/nscd/nscd_getpw_r.c' l='109' u='r' c='nscd_getpw_r'/>
<use f='codebrowser/nscd/nscd_getserv_r.c' l='124' u='m' c='nscd_getserv_r'/>
<use f='codebrowser/nscd/nscd_getserv_r.c' l='125' u='m' c='nscd_getserv_r'/>
<use f='codebrowser/nscd/nscd_getserv_r.c' l='131' u='r' c='nscd_getserv_r'/>
<use f='codebrowser/nscd/nscd_initgroups.c' l='61' u='m' c='__nscd_getgrouplist'/>
<use f='codebrowser/nscd/nscd_initgroups.c' l='62' u='m' c='__nscd_getgrouplist'/>
<use f='codebrowser/nscd/nscd_initgroups.c' l='63' u='r' c='__nscd_getgrouplist'/>
<use f='codebrowser/nscd/nscd_netgroup.c' l='70' u='m' c='__nscd_setnetgrent'/>
<use f='codebrowser/nscd/nscd_netgroup.c' l='71' u='m' c='__nscd_setnetgrent'/>
<use f='codebrowser/nscd/nscd_netgroup.c' l='224' u='m' c='__nscd_innetgr'/>
